onet	personality_trait	score
47-4021.00	Enterprising	2.33
47-4021.00	Conventional	4.67
47-4031.00	Realistic	7.00
47-4031.00	Investigative	2.67
47-4031.00	Artistic	1.33
47-4031.00	Social	1.00
47-4031.00	Enterprising	2.67
47-4031.00	Conventional	4.67
47-4041.00	Realistic	6.67
47-4041.00	Investigative	3.00
47-4041.00	Artistic	1.00
47-4041.00	Social	1.67
47-4041.00	Enterprising	2.33
47-4041.00	Conventional	3.67
47-4051.00	Realistic	7.00
47-4051.00	Investigative	3.00
47-4051.00	Artistic	1.00
47-4051.00	Social	1.33
47-4051.00	Enterprising	2.33
47-4051.00	Conventional	4.33
47-4061.00	Realistic	7.00
47-4061.00	Investigative	1.33
47-4061.00	Artistic	1.00
47-4061.00	Social	1.00
47-4061.00	Enterprising	1.67
47-4061.00	Conventional	2.33
47-4071.00	Realistic	7.00
47-4071.00	Investigative	1.67
47-4071.00	Artistic	1.00
47-4071.00	Social	1.33
47-4071.00	Enterprising	2.67
47-4071.00	Conventional	2.33
47-4091.00	Realistic	7.00
47-4091.00	Investigative	1.00
47-4091.00	Artistic	1.67
47-4091.00	Social	1.00
47-4091.00	Enterprising	2.33
47-4091.00	Conventional	2.67
47-4099.02	Realistic	6.67
47-4099.02	Investigative	2.33
47-4099.02	Artistic	1.00
47-4099.02	Social	2.00
47-4099.02	Enterprising	2.00
47-4099.02	Conventional	4.00
47-4099.03	Realistic	6.67
47-4099.03	Investigative	2.67
47-4099.03	Artistic	1.00
47-4099.03	Social	2.33
47-4099.03	Enterprising	2.67
47-4099.03	Conventional	4.00
47-5011.00	Realistic	7.00
47-5011.00	Investigative	4.00
47-5011.00	Artistic	1.00
47-5011.00	Social	1.33
47-5011.00	Enterprising	2.33
47-5011.00	Conventional	4.33
47-5012.00	Realistic	7.00
47-5012.00	Investigative	2.00
47-5012.00	Artistic	1.00
47-5012.00	Social	2.00
47-5012.00	Enterprising	4.00
47-5012.00	Conventional	3.33
47-5013.00	Realistic	7.00
47-5013.00	Investigative	3.67
47-5013.00	Artistic	1.00
47-5013.00	Social	1.33
47-5013.00	Enterprising	2.33
47-5013.00	Conventional	4.33
47-5021.00	Realistic	7.00
47-5021.00	Investigative	5.00
47-5021.00	Artistic	2.00
47-5021.00	Social	1.00
47-5021.00	Enterprising	1.33
47-5021.00	Conventional	4.33
47-5031.00	Realistic	6.67
47-5031.00	Investigative	5.67
47-5031.00	Artistic	1.33
47-5031.00	Social	1.33
47-5031.00	Enterprising	2.33
47-5031.00	Conventional	4.67
47-5041.00	Realistic	7.00
47-5041.00	Investigative	3.33
47-5041.00	Artistic	1.00
47-5041.00	Social	1.00
47-5041.00	Enterprising	2.00
47-5041.00	Conventional	3.67
47-5042.00	Realistic	7.00
47-5042.00	Investigative	1.33
47-5042.00	Artistic	1.00
47-5042.00	Social	1.00
47-5042.00	Enterprising	1.33
47-5042.00	Conventional	2.00
47-5051.00	Realistic	7.00
47-5051.00	Investigative	2.67
47-5051.00	Artistic	1.33
47-5051.00	Social	1.00
47-5051.00	Enterprising	1.33
47-5051.00	Conventional	3.67
47-5061.00	Realistic	7.00
47-5061.00	Investigative	1.33
47-5061.00	Artistic	1.00
47-5061.00	Social	1.00
47-5061.00	Enterprising	1.33
47-5061.00	Conventional	2.67
47-5071.00	Realistic	7.00
47-5071.00	Investigative	1.33
47-5071.00	Artistic	1.00
47-5071.00	Social	1.00
47-5071.00	Enterprising	1.33
47-5071.00	Conventional	2.00
47-5081.00	Realistic	7.00
47-5081.00	Investigative	2.67
47-5081.00	Artistic	1.00
47-5081.00	Social	2.00
47-5081.00	Enterprising	2.00
47-5081.00	Conventional	4.33
49-1011.00	Realistic	4.67
49-1011.00	Investigative	2.33
49-1011.00	Artistic	1.00
49-1011.00	Social	2.67
49-1011.00	Enterprising	7.00
49-1011.00	Conventional	5.67
49-2011.00	Realistic	7.00
49-2011.00	Investigative	4.67
49-2011.00	Artistic	1.33
49-2011.00	Social	2.00
49-2011.00	Enterprising	2.67
49-2011.00	Conventional	5.00
49-2021.00	Realistic	7.00
49-2021.00	Investigative	2.33
49-2021.00	Artistic	1.00
49-2021.00	Social	1.67
49-2021.00	Enterprising	2.00
49-2021.00	Conventional	3.00
49-2021.01	Realistic	7.00
49-2021.01	Investigative	5.33
49-2021.01	Artistic	1.67
49-2021.01	Social	1.00
49-2021.01	Enterprising	1.67
49-2021.01	Conventional	4.33
49-2022.00	Realistic	7.00
49-2022.00	Investigative	5.00
49-2022.00	Artistic	1.33
49-2022.00	Social	2.00
49-2022.00	Enterprising	2.33
49-2022.00	Conventional	4.67
49-2091.00	Realistic	7.00
49-2091.00	Investigative	4.33
49-2091.00	Artistic	1.33
49-2091.00	Social	1.00
49-2091.00	Enterprising	2.33
49-2091.00	Conventional	4.33
49-2092.00	Realistic	7.00
49-2092.00	Investigative	2.33
49-2092.00	Artistic	1.00
49-2092.00	Social	1.00
49-2092.00	Enterprising	1.33
49-2092.00	Conventional	3.33
49-2093.00	Realistic	7.00
49-2093.00	Investigative	3.00
49-2093.00	Artistic	1.00
49-2093.00	Social	1.00
49-2093.00	Enterprising	2.00
49-2093.00	Conventional	4.00
49-2094.00	Realistic	7.00
49-2094.00	Investigative	5.33
49-2094.00	Artistic	2.33
49-2094.00	Social	1.00
49-2094.00	Enterprising	2.67
49-2094.00	Conventional	4.67
49-2095.00	Realistic	6.67
49-2095.00	Investigative	3.00
49-2095.00	Artistic	1.33
49-2095.00	Social	1.00
49-2095.00	Enterprising	2.00
49-2095.00	Conventional	3.67
49-2096.00	Realistic	7.00
49-2096.00	Investigative	5.00
49-2096.00	Artistic	2.00
49-2096.00	Social	1.00
49-2096.00	Enterprising	2.00
49-2096.00	Conventional	4.33
49-2097.00	Realistic	6.33
49-2097.00	Investigative	3.00
49-2097.00	Artistic	1.33
49-2097.00	Social	2.00
49-2097.00	Enterprising	3.00
49-2097.00	Conventional	4.33
49-2098.00	Realistic	6.67
49-2098.00	Investigative	2.67
49-2098.00	Artistic	1.00
49-2098.00	Social	1.00
49-2098.00	Enterprising	2.00
49-2098.00	Conventional	3.67
49-3011.00	Realistic	7.00
49-3011.00	Investigative	3.67
49-3011.00	Artistic	1.33
49-3011.00	Social	1.00
49-3011.00	Enterprising	2.00
49-3011.00	Conventional	4.67
49-3021.00	Realistic	7.00
49-3021.00	Investigative	1.67
49-3021.00	Artistic	1.67
49-3021.00	Social	1.00
49-3021.00	Enterprising	2.33
49-3021.00	Conventional	2.33
49-3022.00	Realistic	7.00
49-3022.00	Investigative	1.00
49-3022.00	Artistic	1.00
49-3022.00	Social	1.67
49-3022.00	Enterprising	3.00
49-3022.00	Conventional	3.33
49-3023.01	Realistic	7.00
49-3023.01	Investigative	3.67
49-3023.01	Artistic	1.00
49-3023.01	Social	1.33
49-3023.01	Enterprising	3.00
49-3023.01	Conventional	3.00
49-3023.02	Realistic	7.00
49-3023.02	Investigative	3.33
49-3023.02	Artistic	1.00
49-3023.02	Social	1.00
49-3023.02	Enterprising	2.00
49-3023.02	Conventional	3.00
49-3031.00	Realistic	7.00
49-3031.00	Investigative	2.33
49-3031.00	Artistic	1.00
49-3031.00	Social	1.00
49-3031.00	Enterprising	1.67
49-3031.00	Conventional	3.33
49-3041.00	Realistic	7.00
49-3041.00	Investigative	4.00
49-3041.00	Artistic	1.33
49-3041.00	Social	1.33
49-3041.00	Enterprising	2.00
49-3041.00	Conventional	5.00
49-3042.00	Realistic	7.00
49-3042.00	Investigative	2.67
49-3042.00	Artistic	1.00
49-3042.00	Social	1.00
49-3042.00	Enterprising	1.67
49-3042.00	Conventional	3.00
49-3043.00	Realistic	7.00
49-3043.00	Investigative	2.67
49-3043.00	Artistic	1.00
49-3043.00	Social	1.00
49-3043.00	Enterprising	1.33
49-3043.00	Conventional	2.67
49-3051.00	Realistic	7.00
49-3051.00	Investigative	3.00
49-3051.00	Artistic	1.00
49-3051.00	Social	1.00
49-3051.00	Enterprising	1.67
49-3051.00	Conventional	3.67
49-3052.00	Realistic	7.00
49-3052.00	Investigative	2.33
49-3052.00	Artistic	1.33
49-3052.00	Social	1.00
49-3052.00	Enterprising	2.00
49-3052.00	Conventional	2.67
49-3053.00	Realistic	7.00
49-3053.00	Investigative	2.00
49-3053.00	Artistic	1.00
49-3053.00	Social	1.67
49-3053.00	Enterprising	3.00
49-3053.00	Conventional	3.33
49-3091.00	Realistic	7.00
49-3091.00	Investigative	3.67
49-3091.00	Artistic	2.00
49-3091.00	Social	1.00
49-3091.00	Enterprising	2.67
49-3091.00	Conventional	4.33
49-3092.00	Realistic	7.00
49-3092.00	Investigative	4.67
49-3092.00	Artistic	1.33
49-3092.00	Social	1.33
49-3092.00	Enterprising	2.33
49-3092.00	Conventional	4.00
49-3093.00	Realistic	7.00
49-3093.00	Investigative	3.00
49-3093.00	Artistic	1.00
49-3093.00	Social	2.00
49-3093.00	Enterprising	2.00
49-3093.00	Conventional	4.00
49-9011.00	Realistic	7.00
49-9011.00	Investigative	2.33
49-9011.00	Artistic	1.00
49-9011.00	Social	1.00
49-9011.00	Enterprising	2.33
49-9011.00	Conventional	2.67
49-9012.00	Realistic	7.00
49-9012.00	Investigative	4.00
49-9012.00	Artistic	1.00
49-9012.00	Social	1.00
49-9012.00	Enterprising	2.00
49-9012.00	Conventional	4.67
49-9021.01	Realistic	7.00
49-9021.01	Investigative	4.67
49-9021.01	Artistic	2.00
49-9021.01	Social	1.33
49-9021.01	Enterprising	3.00
49-9021.01	Conventional	4.67
49-9021.02	Realistic	7.00
49-9021.02	Investigative	1.67
49-9021.02	Artistic	1.00
49-9021.02	Social	1.00
49-9021.02	Enterprising	3.00
49-9021.02	Conventional	3.00
49-9031.00	Realistic	7.00
49-9031.00	Investigative	4.33
49-9031.00	Artistic	1.00
49-9031.00	Social	1.67
49-9031.00	Enterprising	2.67
49-9031.00	Conventional	5.00
49-9041.00	Realistic	7.00
49-9041.00	Investigative	4.67
49-9041.00	Artistic	1.33
49-9041.00	Social	1.33
49-9041.00	Enterprising	1.33
49-9041.00	Conventional	4.33
49-9043.00	Realistic	7.00
49-9043.00	Investigative	3.67
49-9043.00	Artistic	1.33
49-9043.00	Social	1.33
49-9043.00	Enterprising	2.00
49-9043.00	Conventional	5.00
49-9044.00	Realistic	7.00
49-9044.00	Investigative	3.00
49-9044.00	Artistic	1.67
49-9044.00	Social	1.00
49-9044.00	Enterprising	1.33
49-9044.00	Conventional	3.00
49-9045.00	Realistic	7.00
49-9045.00	Investigative	3.33
49-9045.00	Artistic	1.00
49-9045.00	Social	1.00
49-9045.00	Enterprising	1.67
49-9045.00	Conventional	3.67
49-9051.00	Realistic	7.00
49-9051.00	Investigative	4.33
49-9051.00	Artistic	2.33
49-9051.00	Social	1.00
49-9051.00	Enterprising	1.67
49-9051.00	Conventional	4.00
49-9052.00	Realistic	6.67
49-9052.00	Investigative	2.00
49-9052.00	Artistic	1.00
49-9052.00	Social	1.00
49-9052.00	Enterprising	3.00
49-9052.00	Conventional	2.67
49-9061.00	Realistic	7.00
49-9061.00	Investigative	4.67
49-9061.00	Artistic	2.00
49-9061.00	Social	1.00
49-9061.00	Enterprising	1.67
49-9061.00	Conventional	4.67
49-9062.00	Realistic	7.00
49-9062.00	Investigative	5.00
49-9062.00	Artistic	1.67
49-9062.00	Social	1.33
49-9062.00	Enterprising	1.67
49-9062.00	Conventional	4.67
49-9063.00	Realistic	7.00
49-9063.00	Investigative	4.00
49-9063.00	Artistic	4.67
49-9063.00	Social	1.33
49-9063.00	Enterprising	1.67
49-9063.00	Conventional	4.00
49-9064.00	Realistic	7.00
49-9064.00	Investigative	4.00
49-9064.00	Artistic	1.33
49-9064.00	Social	1.00
49-9064.00	Enterprising	1.67
49-9064.00	Conventional	4.67
49-9071.00	Realistic	7.00
49-9071.00	Investigative	3.67
49-9071.00	Artistic	1.33
49-9071.00	Social	1.00
49-9071.00	Enterprising	2.33
49-9071.00	Conventional	4.33
49-9081.00	Realistic	6.67
49-9081.00	Investigative	2.33
49-9081.00	Artistic	1.00
49-9081.00	Social	1.33
49-9081.00	Enterprising	2.33
49-9081.00	Conventional	4.00
49-9091.00	Realistic	7.00
49-9091.00	Investigative	3.33
49-9091.00	Artistic	1.00
49-9091.00	Social	1.00
49-9091.00	Enterprising	3.00
49-9091.00	Conventional	5.00
49-9092.00	Realistic	7.00
49-9092.00	Investigative	2.33
49-9092.00	Artistic	1.33
49-9092.00	Social	1.00
49-9092.00	Enterprising	2.33
49-9092.00	Conventional	2.33
49-9093.00	Realistic	7.00
49-9093.00	Investigative	1.00
49-9093.00	Artistic	1.67
49-9093.00	Social	1.00
49-9093.00	Enterprising	1.33
49-9093.00	Conventional	2.00
49-9094.00	Realistic	7.00
49-9094.00	Investigative	1.67
49-9094.00	Artistic	1.00
49-9094.00	Social	1.67
49-9094.00	Enterprising	2.33
49-9094.00	Conventional	3.67
49-9095.00	Realistic	7.00
49-9095.00	Investigative	1.67
49-9095.00	Artistic	1.33
49-9095.00	Social	2.33
49-9095.00	Enterprising	2.67
49-9095.00	Conventional	3.33
49-9096.00	Realistic	7.00
49-9096.00	Investigative	3.67
49-9096.00	Artistic	1.33
49-9096.00	Social	1.00
49-9096.00	Enterprising	2.33
49-9096.00	Conventional	5.00
49-9097.00	Realistic	7.00
49-9097.00	Investigative	2.00
49-9097.00	Artistic	1.00
49-9097.00	Social	1.00
49-9097.00	Enterprising	1.67
49-9097.00	Conventional	3.33
49-9098.00	Realistic	7.00
49-9098.00	Investigative	4.67
49-9098.00	Artistic	1.00
49-9098.00	Social	1.33
49-9098.00	Enterprising	1.67
49-9098.00	Conventional	5.33
49-9099.01	Realistic	6.67
49-9099.01	Investigative	2.33
49-9099.01	Artistic	1.00
49-9099.01	Social	1.33
49-9099.01	Enterprising	2.33
49-9099.01	Conventional	4.00
51-1011.00	Realistic	5.67
51-1011.00	Investigative	2.67
51-1011.00	Artistic	1.00
51-1011.00	Social	2.33
51-1011.00	Enterprising	7.00
51-1011.00	Conventional	5.00
51-2011.00	Realistic	7.00
51-2011.00	Investigative	1.67
51-2011.00	Artistic	1.00
51-2011.00	Social	1.00
51-2011.00	Enterprising	2.00
51-2011.00	Conventional	2.67
51-2021.00	Realistic	7.00
51-2021.00	Investigative	3.33
51-2021.00	Artistic	1.33
51-2021.00	Social	1.00
51-2021.00	Enterprising	1.67
51-2021.00	Conventional	4.67
51-2022.00	Realistic	7.00
51-2022.00	Investigative	1.67
51-2022.00	Artistic	1.00
51-2022.00	Social	1.00
51-2022.00	Enterprising	2.00
51-2022.00	Conventional	3.00
51-2023.00	Realistic	7.00
51-2023.00	Investigative	4.33
51-2023.00	Artistic	1.33
51-2023.00	Social	1.00
51-2023.00	Enterprising	1.67
51-2023.00	Conventional	4.67
51-2031.00	Realistic	7.00
51-2031.00	Investigative	2.00
51-2031.00	Artistic	1.00
51-2031.00	Social	1.00
51-2031.00	Enterprising	1.33
51-2031.00	Conventional	3.00
51-2041.00	Realistic	7.00
51-2041.00	Investigative	3.00
51-2041.00	Artistic	2.67
51-2041.00	Social	1.00
51-2041.00	Enterprising	1.67
51-2041.00	Conventional	5.00
51-2091.00	Realistic	7.00
51-2091.00	Investigative	3.67
51-2091.00	Artistic	2.00
51-2091.00	Social	1.00
51-2091.00	Enterprising	1.33
51-2091.00	Conventional	5.33
51-2092.00	Realistic	7.00
51-2092.00	Investigative	2.00
51-2092.00	Artistic	1.00
51-2092.00	Social	1.67
51-2092.00	Enterprising	4.67
51-2092.00	Conventional	5.00
51-2093.00	Realistic	7.00
51-2093.00	Investigative	1.67
51-2093.00	Artistic	1.33
51-2093.00	Social	1.00
51-2093.00	Enterprising	1.33
51-2093.00	Conventional	2.67
51-3011.00	Realistic	6.67
51-3011.00	Investigative	1.33
51-3011.00	Artistic	2.33
51-3011.00	Social	1.00
51-3011.00	Enterprising	3.00
51-3011.00	Conventional	4.00
51-3021.00	Realistic	6.67
51-3021.00	Investigative	1.67
51-3021.00	Artistic	1.33
51-3021.00	Social	1.33
51-3021.00	Enterprising	4.00
51-3021.00	Conventional	4.67
51-3022.00	Realistic	7.00
51-3022.00	Investigative	1.33
51-3022.00	Artistic	1.00
51-3022.00	Social	1.00
51-3022.00	Enterprising	1.33
51-3022.00	Conventional	2.00
51-3023.00	Realistic	7.00
51-3023.00	Investigative	2.00
51-3023.00	Artistic	1.67
51-3023.00	Social	1.00
51-3023.00	Enterprising	2.67
51-3023.00	Conventional	5.00
51-3091.00	Realistic	7.00
51-3091.00	Investigative	1.67
51-3091.00	Artistic	1.00
51-3091.00	Social	1.00
51-3091.00	Enterprising	2.00
51-3091.00	Conventional	3.00
51-3092.00	Realistic	7.00
51-3092.00	Investigative	3.33
51-3092.00	Artistic	1.67
51-3092.00	Social	1.00
51-3092.00	Enterprising	3.00
51-3092.00	Conventional	6.00
51-3093.00	Realistic	7.00
51-3093.00	Investigative	3.33
51-3093.00	Artistic	1.00
51-3093.00	Social	1.33
51-3093.00	Enterprising	2.67
51-3093.00	Conventional	5.33
51-4011.00	Realistic	7.00
51-4011.00	Investigative	1.67
51-4011.00	Artistic	1.00
51-4011.00	Social	1.00
51-4011.00	Enterprising	1.67
51-4011.00	Conventional	2.67
51-4012.00	Realistic	5.67
51-4012.00	Investigative	6.00
51-4012.00	Artistic	2.00
51-4012.00	Social	1.33
51-4012.00	Enterprising	1.67
51-4012.00	Conventional	6.00
51-4021.00	Realistic	7.00
51-4021.00	Investigative	1.33
51-4021.00	Artistic	1.00
51-4021.00	Social	1.00
51-4021.00	Enterprising	1.67
51-4021.00	Conventional	2.67
51-4022.00	Realistic	7.00
51-4022.00	Investigative	3.33
51-4022.00	Artistic	1.00
51-4022.00	Social	1.00
51-4022.00	Enterprising	2.00
51-4022.00	Conventional	4.33
51-4023.00	Realistic	6.67
51-4023.00	Investigative	2.00
51-4023.00	Artistic	1.00
51-4023.00	Social	1.00
51-4023.00	Enterprising	3.00
51-4023.00	Conventional	4.00
51-4031.00	Realistic	7.00
51-4031.00	Investigative	3.33
51-4031.00	Artistic	1.00
51-4031.00	Social	1.00
51-4031.00	Enterprising	2.33
51-4031.00	Conventional	5.33
51-4032.00	Realistic	7.00
51-4032.00	Investigative	4.67
51-4032.00	Artistic	1.67
51-4032.00	Social	1.00
51-4032.00	Enterprising	2.00
51-4032.00	Conventional	5.00
51-4033.00	Realistic	7.00
51-4033.00	Investigative	1.67
51-4033.00	Artistic	1.00
51-4033.00	Social	1.00
51-4033.00	Enterprising	1.67
51-4033.00	Conventional	2.33
51-4034.00	Realistic	7.00
51-4034.00	Investigative	4.67
51-4034.00	Artistic	2.00
51-4034.00	Social	1.00
51-4034.00	Enterprising	1.33
51-4034.00	Conventional	4.33
51-4035.00	Realistic	7.00
51-4035.00	Investigative	1.67
51-4035.00	Artistic	1.00
51-4035.00	Social	1.00
51-4035.00	Enterprising	1.67
51-4035.00	Conventional	3.33
51-4041.00	Realistic	7.00
51-4041.00	Investigative	4.67
51-4041.00	Artistic	2.00
51-4041.00	Social	1.00
51-4041.00	Enterprising	1.33
51-4041.00	Conventional	5.33
51-4051.00	Realistic	7.00
51-4051.00	Investigative	5.67
51-4051.00	Artistic	1.67
51-4051.00	Social	1.00
51-4051.00	Enterprising	1.67
51-4051.00	Conventional	5.00
51-4052.00	Realistic	7.00
51-4052.00	Investigative	2.00
51-4052.00	Artistic	1.00
51-4052.00	Social	1.00
51-4052.00	Enterprising	1.67
51-4052.00	Conventional	3.00
51-4061.00	Realistic	6.67
51-4061.00	Investigative	3.33
51-4061.00	Artistic	1.67
51-4061.00	Social	1.00
51-4061.00	Enterprising	2.00
51-4061.00	Conventional	3.33
51-4062.00	Realistic	7.00
51-4062.00	Investigative	4.33
51-4062.00	Artistic	4.00
51-4062.00	Social	1.00
51-4062.00	Enterprising	1.33
51-4062.00	Conventional	4.33
51-4071.00	Realistic	7.00
51-4071.00	Investigative	3.33
51-4071.00	Artistic	2.33
51-4071.00	Social	1.00
51-4071.00	Enterprising	2.00
51-4071.00	Conventional	4.00
51-4072.00	Realistic	7.00
51-4072.00	Investigative	3.67
51-4072.00	Artistic	1.67
51-4072.00	Social	1.00
51-4072.00	Enterprising	1.33
51-4072.00	Conventional	5.00
51-4081.00	Realistic	7.00
51-4081.00	Investigative	2.00
51-4081.00	Artistic	1.00
51-4081.00	Social	1.33
51-4081.00	Enterprising	1.67
51-4081.00	Conventional	2.33
51-4111.00	Realistic	6.67
51-4111.00	Investigative	5.00
51-4111.00	Artistic	3.33
51-4111.00	Social	1.00
51-4111.00	Enterprising	1.33
51-4111.00	Conventional	4.33
51-4121.06	Realistic	7.00
51-4121.06	Investigative	2.33
51-4121.06	Artistic	1.00
51-4121.06	Social	1.00
51-4121.06	Enterprising	1.67
51-4121.06	Conventional	3.33
51-4121.07	Realistic	7.00
51-4121.07	Investigative	1.67
51-4121.07	Artistic	1.00
51-4121.07	Social	1.00
51-4121.07	Enterprising	1.33
51-4121.07	Conventional	2.00
51-4122.00	Realistic	7.00
51-4122.00	Investigative	3.33
51-4122.00	Artistic	1.33
51-4122.00	Social	1.00
51-4122.00	Enterprising	3.33
51-4122.00	Conventional	4.67
51-4191.00	Realistic	7.00
51-4191.00	Investigative	2.33
51-4191.00	Artistic	1.33
51-4191.00	Social	1.00
51-4191.00	Enterprising	2.00
51-4191.00	Conventional	3.33
51-4192.00	Realistic	6.33
51-4192.00	Investigative	3.67
51-4192.00	Artistic	2.00
51-4192.00	Social	1.00
51-4192.00	Enterprising	1.67
51-4192.00	Conventional	3.67
51-4193.00	Realistic	7.00
51-4193.00	Investigative	2.33
51-4193.00	Artistic	1.00
51-4193.00	Social	1.00
51-4193.00	Enterprising	1.33
51-4193.00	Conventional	3.33
51-4194.00	Realistic	7.00
51-4194.00	Investigative	2.00
51-4194.00	Artistic	1.33
51-4194.00	Social	1.00
51-4194.00	Enterprising	2.00
51-4194.00	Conventional	3.00
51-5111.00	Realistic	6.33
51-5111.00	Investigative	1.00
51-5111.00	Artistic	1.67
51-5111.00	Social	1.00
51-5111.00	Enterprising	2.00
51-5111.00	Conventional	5.67
51-5112.00	Realistic	6.33
51-5112.00	Investigative	1.67
51-5112.00	Artistic	1.67
51-5112.00	Social	1.33
51-5112.00	Enterprising	2.00
51-5112.00	Conventional	5.00
51-5113.00	Realistic	6.00
51-5113.00	Investigative	1.67
51-5113.00	Artistic	3.00
51-5113.00	Social	1.33
51-5113.00	Enterprising	2.33
51-5113.00	Conventional	4.67
51-6011.00	Realistic	6.33
51-6011.00	Investigative	1.33
51-6011.00	Artistic	1.00
51-6011.00	Social	1.33
51-6011.00	Enterprising	2.33
51-6011.00	Conventional	3.33
51-6021.00	Realistic	7.00
51-6021.00	Investigative	2.67
51-6021.00	Artistic	2.33
51-6021.00	Social	1.33
51-6021.00	Enterprising	2.00
51-6021.00	Conventional	5.33
51-6031.00	Realistic	6.67
51-6031.00	Investigative	1.33
51-6031.00	Artistic	1.67
51-6031.00	Social	1.00
51-6031.00	Enterprising	1.67
51-6031.00	Conventional	4.00
51-6041.00	Realistic	7.00
51-6041.00	Investigative	1.67
51-6041.00	Artistic	4.00
51-6041.00	Social	1.67
51-6041.00	Enterprising	1.67
51-6041.00	Conventional	4.67
51-6042.00	Realistic	7.00
51-6042.00	Investigative	1.33
51-6042.00	Artistic	1.00
51-6042.00	Social	1.00
51-6042.00	Enterprising	1.67
51-6042.00	Conventional	2.67
51-6051.00	Realistic	6.00
51-6051.00	Investigative	1.67
51-6051.00	Artistic	5.00
51-6051.00	Social	1.33
51-6051.00	Enterprising	1.67
51-6051.00	Conventional	4.67
51-6052.00	Realistic	6.67
51-6052.00	Investigative	1.00
51-6052.00	Artistic	4.00
51-6052.00	Social	2.00
51-6052.00	Enterprising	3.67
51-6052.00	Conventional	2.33
51-6061.00	Realistic	6.67
51-6061.00	Investigative	1.67
51-6061.00	Artistic	1.00
51-6061.00	Social	1.00
51-6061.00	Enterprising	1.67
51-6061.00	Conventional	2.33
51-6062.00	Realistic	7.00
51-6062.00	Investigative	1.33
51-6062.00	Artistic	1.00
51-6062.00	Social	1.00
51-6062.00	Enterprising	1.33
51-6062.00	Conventional	2.67
51-6063.00	Realistic	7.00
51-6063.00	Investigative	1.33
51-6063.00	Artistic	2.33
51-6063.00	Social	1.33
51-6063.00	Enterprising	2.67
51-6063.00	Conventional	5.00
51-6064.00	Realistic	6.67
51-6064.00	Investigative	1.67
51-6064.00	Artistic	1.00
51-6064.00	Social	1.00
51-6064.00	Enterprising	2.00
51-6064.00	Conventional	3.33
51-6091.00	Realistic	7.00
51-6091.00	Investigative	2.33
51-6091.00	Artistic	1.00
51-6091.00	Social	1.00
51-6091.00	Enterprising	2.00
51-6091.00	Conventional	2.67
51-6092.00	Realistic	5.67
51-6092.00	Investigative	1.33
51-6092.00	Artistic	4.67
51-6092.00	Social	1.00
51-6092.00	Enterprising	2.00
51-6092.00	Conventional	3.67
51-6093.00	Realistic	6.67
51-6093.00	Investigative	1.00
51-6093.00	Artistic	1.67
51-6093.00	Social	1.00
51-6093.00	Enterprising	2.33
51-6093.00	Conventional	2.00
51-7011.00	Realistic	7.00
51-7011.00	Investigative	1.00
51-7011.00	Artistic	2.00
51-7011.00	Social	1.00
51-7011.00	Enterprising	2.00
51-7011.00	Conventional	2.67
51-7021.00	Realistic	7.00
51-7021.00	Investigative	1.00
51-7021.00	Artistic	2.67
51-7021.00	Social	1.00
51-7021.00	Enterprising	1.67
51-7021.00	Conventional	2.00
51-7031.00	Realistic	7.00
51-7031.00	Investigative	3.33
51-7031.00	Artistic	4.67
51-7031.00	Social	1.00
51-7031.00	Enterprising	1.00
51-7031.00	Conventional	4.33
51-7032.00	Realistic	7.00
51-7032.00	Investigative	4.33
51-7032.00	Artistic	4.00
51-7032.00	Social	1.00
51-7032.00	Enterprising	1.33
51-7032.00	Conventional	4.00
51-7041.00	Realistic	7.00
51-7041.00	Investigative	3.33
51-7041.00	Artistic	1.67
51-7041.00	Social	1.00
51-7041.00	Enterprising	1.00
51-7041.00	Conventional	5.00
51-7042.00	Realistic	7.00
51-7042.00	Investigative	3.67
51-7042.00	Artistic	1.67
51-7042.00	Social	1.00
51-7042.00	Enterprising	1.33
51-7042.00	Conventional	4.67
51-8011.00	Realistic	6.67
51-8011.00	Investigative	1.67
51-8011.00	Artistic	1.00
51-8011.00	Social	1.00
51-8011.00	Enterprising	3.00
51-8011.00	Conventional	4.00
51-8012.00	Realistic	6.67
51-8012.00	Investigative	5.00
51-8012.00	Artistic	1.33
51-8012.00	Social	1.33
51-8012.00	Enterprising	4.00
51-8012.00	Conventional	4.33
51-8013.00	Realistic	6.33
51-8013.00	Investigative	2.00
51-8013.00	Artistic	1.00
51-8013.00	Social	1.00
51-8013.00	Enterprising	2.33
51-8013.00	Conventional	4.33
51-8021.00	Realistic	7.00
51-8021.00	Investigative	4.67
51-8021.00	Artistic	1.00
51-8021.00	Social	1.33
51-8021.00	Enterprising	2.33
51-8021.00	Conventional	4.33
51-8031.00	Realistic	6.33
51-8031.00	Investigative	2.33
51-8031.00	Artistic	1.33
51-8031.00	Social	1.00
51-8031.00	Enterprising	2.00
51-8031.00	Conventional	3.67
51-8091.00	Realistic	7.00
51-8091.00	Investigative	2.33
51-8091.00	Artistic	1.00
51-8091.00	Social	1.33
51-8091.00	Enterprising	2.00
51-8091.00	Conventional	3.67
51-8092.00	Realistic	6.33
51-8092.00	Investigative	3.33
51-8092.00	Artistic	1.00
51-8092.00	Social	1.00
51-8092.00	Enterprising	2.67
51-8092.00	Conventional	6.33
51-8093.00	Realistic	7.00
51-8093.00	Investigative	1.67
51-8093.00	Artistic	1.00
51-8093.00	Social	1.33
51-8093.00	Enterprising	2.33
