onet	ks	element_name	level	importance
15-1121.00	skill	Equipment Selection	2.62	2.38
15-1121.00	skill	Installation	1.12	1.75
15-1121.00	skill	Programming	3.62	3.12
15-1121.00	skill	Operation Monitoring	3.12	3.12
15-1121.00	skill	Operation and Control	2.00	2.00
15-1121.00	skill	Equipment Maintenance	0.50	1.50
15-1121.00	skill	Troubleshooting	3.75	3.00
15-1121.00	skill	Repairing	0.62	1.50
15-1121.00	skill	Quality Control Analysis	3.62	2.88
15-1121.00	skill	Judgment and Decision Making	4.00	3.38
15-1121.00	skill	Systems Analysis	4.00	3.75
15-1121.00	skill	Systems Evaluation	4.00	3.25
15-1121.00	skill	Time Management	3.50	3.25
15-1121.00	skill	Management of Financial Resources	2.00	2.00
15-1121.00	skill	Management of Material Resources	1.50	1.88
15-1121.00	skill	Management of Personnel Resources	3.00	2.75
15-1121.01	skill	Reading Comprehension	4.75	4.12
15-1121.01	skill	Active Listening	4.25	4.00
15-1121.01	skill	Writing	4.12	3.75
15-1121.01	skill	Speaking	4.00	3.88
15-1121.01	skill	Mathematics	3.38	3.12
15-1121.01	skill	Science	2.12	2.12
15-1121.01	skill	Critical Thinking	4.25	4.00
15-1121.01	skill	Active Learning	4.62	3.88
15-1121.01	skill	Learning Strategies	4.12	3.50
15-1121.01	skill	Monitoring	4.12	3.88
15-1121.01	skill	Social Perceptiveness	3.25	3.00
15-1121.01	skill	Coordination	3.75	3.50
15-1121.01	skill	Persuasion	3.50	3.25
15-1121.01	skill	Negotiation	3.12	2.88
15-1121.01	skill	Instructing	4.00	3.25
15-1121.01	skill	Service Orientation	3.50	3.38
15-1121.01	skill	Complex Problem Solving	4.12	3.75
15-1121.01	skill	Operations Analysis	3.25	3.00
15-1121.01	skill	Technology Design	3.25	3.00
15-1121.01	skill	Equipment Selection	2.62	2.12
15-1121.01	skill	Installation	0.88	1.50
15-1121.01	skill	Programming	3.62	2.62
15-1121.01	skill	Operation Monitoring	3.00	2.88
15-1121.01	skill	Operation and Control	1.12	1.62
15-1121.01	skill	Equipment Maintenance	0.12	1.12
15-1121.01	skill	Troubleshooting	2.88	2.38
15-1121.01	skill	Repairing	0.38	1.25
15-1121.01	skill	Quality Control Analysis	3.38	3.00
15-1121.01	skill	Judgment and Decision Making	4.25	3.75
15-1121.01	skill	Systems Analysis	4.12	3.62
15-1121.01	skill	Systems Evaluation	4.38	3.50
15-1121.01	skill	Time Management	3.12	3.00
15-1121.01	skill	Management of Financial Resources	2.00	2.12
15-1121.01	skill	Management of Material Resources	2.50	2.38
15-1121.01	skill	Management of Personnel Resources	2.88	2.88
15-1122.00	skill	Reading Comprehension	4.00	3.88
15-1122.00	skill	Active Listening	3.62	3.50
15-1122.00	skill	Writing	3.62	3.50
15-1122.00	skill	Speaking	3.62	3.62
15-1122.00	skill	Mathematics	2.25	2.25
15-1122.00	skill	Science	2.25	2.38
15-1122.00	skill	Critical Thinking	4.00	3.88
15-1122.00	skill	Active Learning	3.75	3.25
15-1122.00	skill	Learning Strategies	3.12	2.75
15-1122.00	skill	Monitoring	3.75	3.25
15-1122.00	skill	Social Perceptiveness	3.12	3.00
15-1122.00	skill	Coordination	3.12	3.00
15-1122.00	skill	Persuasion	3.00	2.88
15-1122.00	skill	Negotiation	2.75	3.00
15-1122.00	skill	Instructing	3.25	3.00
15-1122.00	skill	Service Orientation	2.75	3.00
15-1122.00	skill	Complex Problem Solving	3.75	3.75
15-1122.00	skill	Operations Analysis	3.00	2.88
15-1122.00	skill	Technology Design	1.75	2.38
15-1122.00	skill	Equipment Selection	0.25	1.12
15-1122.00	skill	Installation	0.75	1.50
15-1122.00	skill	Programming	1.88	2.50
15-1122.00	skill	Operation Monitoring	3.12	3.00
15-1122.00	skill	Operation and Control	1.00	1.75
15-1122.00	skill	Equipment Maintenance	0.00	1.00
15-1122.00	skill	Troubleshooting	1.75	2.12
15-1122.00	skill	Repairing	0.00	1.00
15-1122.00	skill	Quality Control Analysis	3.12	3.00
15-1122.00	skill	Judgment and Decision Making	3.50	3.38
15-1122.00	skill	Systems Analysis	3.25	3.25
15-1122.00	skill	Systems Evaluation	3.25	3.12
15-1122.00	skill	Time Management	3.25	3.38
15-1122.00	skill	Management of Financial Resources	1.38	1.75
15-1122.00	skill	Management of Material Resources	1.38	1.88
15-1122.00	skill	Management of Personnel Resources	2.88	3.12
15-1131.00	skill	Reading Comprehension	4.12	4.00
15-1131.00	skill	Active Listening	3.62	3.50
15-1131.00	skill	Writing	3.38	3.12
15-1131.00	skill	Speaking	3.25	3.00
15-1131.00	skill	Mathematics	3.25	3.12
15-1131.00	skill	Science	2.62	2.50
15-1131.00	skill	Critical Thinking	3.75	3.62
15-1131.00	skill	Active Learning	3.12	3.12
15-1131.00	skill	Learning Strategies	2.12	2.25
15-1131.00	skill	Monitoring	3.25	3.00
15-1131.00	skill	Social Perceptiveness	3.00	2.88
15-1131.00	skill	Coordination	3.00	2.88
15-1131.00	skill	Persuasion	2.62	2.50
15-1131.00	skill	Negotiation	2.12	2.12
15-1131.00	skill	Instructing	3.00	2.25
15-1131.00	skill	Service Orientation	2.88	2.38
15-1131.00	skill	Complex Problem Solving	3.50	3.62
15-1131.00	skill	Operations Analysis	3.50	3.25
15-1131.00	skill	Technology Design	2.25	2.62
15-1131.00	skill	Equipment Selection	0.50	1.25
15-1131.00	skill	Installation	0.25	1.12
15-1131.00	skill	Programming	4.75	4.50
15-1131.00	skill	Operation Monitoring	2.00	2.25
15-1131.00	skill	Operation and Control	0.50	1.25
15-1131.00	skill	Equipment Maintenance	0.00	1.00
15-1131.00	skill	Troubleshooting	1.00	1.62
15-1131.00	skill	Repairing	0.38	1.12
15-1131.00	skill	Quality Control Analysis	3.88	3.50
15-1131.00	skill	Judgment and Decision Making	3.38	3.38
15-1131.00	skill	Systems Analysis	3.25	3.12
15-1131.00	skill	Systems Evaluation	3.50	3.25
15-1131.00	skill	Time Management	3.25	3.25
15-1131.00	skill	Management of Financial Resources	0.75	1.50
15-1131.00	skill	Management of Material Resources	0.88	1.62
15-1131.00	skill	Management of Personnel Resources	2.50	2.50
15-1132.00	skill	Reading Comprehension	3.88	3.12
15-1132.00	skill	Active Listening	3.75	3.12
15-1132.00	skill	Writing	3.50	3.00
15-1132.00	skill	Speaking	3.75	3.25
15-1132.00	skill	Mathematics	3.75	2.88
15-1132.00	skill	Science	3.00	2.88
15-1132.00	skill	Critical Thinking	4.00	3.62
15-1132.00	skill	Active Learning	3.62	3.00
15-1132.00	skill	Learning Strategies	3.12	3.00
15-1132.00	skill	Monitoring	3.75	3.00
15-1132.00	skill	Social Perceptiveness	3.00	2.88
15-1132.00	skill	Coordination	3.38	3.00
15-1132.00	skill	Persuasion	3.00	2.88
15-1132.00	skill	Negotiation	2.75	2.75
15-1132.00	skill	Instructing	3.38	2.88
15-1132.00	skill	Service Orientation	3.00	2.88
15-1132.00	skill	Complex Problem Solving	4.12	3.62
15-1132.00	skill	Operations Analysis	3.75	3.50
15-1132.00	skill	Technology Design	3.62	3.00
15-1132.00	skill	Equipment Selection	1.75	1.88
15-1132.00	skill	Installation	1.50	1.75
15-1132.00	skill	Programming	4.75	4.00
15-1132.00	skill	Operation Monitoring	3.12	2.75
15-1132.00	skill	Operation and Control	2.25	2.00
15-1132.00	skill	Equipment Maintenance	0.25	1.25
15-1132.00	skill	Troubleshooting	4.25	2.88
15-1132.00	skill	Repairing	0.12	1.12
15-1132.00	skill	Quality Control Analysis	3.12	2.88
15-1132.00	skill	Judgment and Decision Making	4.12	3.75
15-1132.00	skill	Systems Analysis	4.25	3.88
15-1132.00	skill	Systems Evaluation	4.50	3.88
15-1132.00	skill	Time Management	3.50	2.88
15-1132.00	skill	Management of Financial Resources	1.88	2.00
15-1132.00	skill	Management of Material Resources	1.88	2.00
15-1132.00	skill	Management of Personnel Resources	3.25	2.88
15-1133.00	skill	Reading Comprehension	4.00	3.88
15-1133.00	skill	Active Listening	3.88	3.75
15-1133.00	skill	Writing	3.12	3.00
15-1133.00	skill	Speaking	3.50	3.25
15-1133.00	skill	Mathematics	3.12	3.12
15-1133.00	skill	Science	0.88	1.62
15-1133.00	skill	Critical Thinking	3.75	3.62
15-1133.00	skill	Active Learning	3.00	2.88
15-1133.00	skill	Learning Strategies	2.75	2.38
15-1133.00	skill	Monitoring	3.00	3.00
15-1133.00	skill	Social Perceptiveness	2.88	3.12
15-1133.00	skill	Coordination	2.88	3.00
15-1133.00	skill	Persuasion	2.75	2.75
15-1133.00	skill	Negotiation	2.25	2.50
15-1133.00	skill	Instructing	2.62	2.50
15-1133.00	skill	Service Orientation	2.75	2.88
15-1133.00	skill	Complex Problem Solving	3.38	3.25
15-1133.00	skill	Operations Analysis	2.50	2.75
15-1133.00	skill	Technology Design	0.75	1.62
15-1133.00	skill	Equipment Selection	0.12	1.12
15-1133.00	skill	Installation	0.38	1.25
15-1133.00	skill	Programming	1.75	2.38
15-1133.00	skill	Operation Monitoring	0.62	1.50
15-1133.00	skill	Operation and Control	0.38	1.25
15-1133.00	skill	Equipment Maintenance	0.00	1.00
15-1133.00	skill	Troubleshooting	0.38	1.25
15-1133.00	skill	Repairing	0.00	1.00
15-1133.00	skill	Quality Control Analysis	1.62	2.12
15-1133.00	skill	Judgment and Decision Making	3.12	3.12
15-1133.00	skill	Systems Analysis	2.62	2.75
15-1133.00	skill	Systems Evaluation	2.38	2.50
15-1133.00	skill	Time Management	3.00	3.00
15-1133.00	skill	Management of Financial Resources	0.75	1.75
15-1133.00	skill	Management of Material Resources	0.88	1.88
15-1133.00	skill	Management of Personnel Resources	1.88	2.00
15-1134.00	skill	Reading Comprehension	4.00	3.62
15-1134.00	skill	Active Listening	3.50	3.50
15-1134.00	skill	Writing	3.50	3.12
15-1134.00	skill	Speaking	3.25	3.25
15-1134.00	skill	Mathematics	2.88	2.75
15-1134.00	skill	Science	2.25	2.00
15-1134.00	skill	Critical Thinking	3.88	3.75
15-1134.00	skill	Active Learning	3.62	3.50
15-1134.00	skill	Learning Strategies	3.12	2.88
15-1134.00	skill	Monitoring	3.38	3.00
15-1134.00	skill	Social Perceptiveness	2.75	2.88
15-1134.00	skill	Coordination	3.00	3.00
15-1134.00	skill	Persuasion	3.12	2.88
15-1134.00	skill	Negotiation	2.75	2.75
15-1134.00	skill	Instructing	3.25	2.75
15-1134.00	skill	Service Orientation	2.88	2.88
15-1134.00	skill	Complex Problem Solving	3.62	3.62
15-1134.00	skill	Operations Analysis	4.00	3.62
15-1134.00	skill	Technology Design	2.38	2.50
15-1134.00	skill	Equipment Selection	2.00	2.00
15-1134.00	skill	Installation	0.50	1.25
15-1134.00	skill	Programming	4.25	4.12
15-1134.00	skill	Operation Monitoring	2.12	2.25
15-1134.00	skill	Operation and Control	0.62	1.62
15-1134.00	skill	Equipment Maintenance	0.00	1.00
15-1134.00	skill	Troubleshooting	2.62	2.12
15-1134.00	skill	Repairing	0.00	1.00
15-1134.00	skill	Quality Control Analysis	2.75	2.75
15-1134.00	skill	Judgment and Decision Making	3.38	3.38
15-1134.00	skill	Systems Analysis	3.38	3.12
15-1134.00	skill	Systems Evaluation	3.25	3.00
15-1134.00	skill	Time Management	2.88	3.00
15-1134.00	skill	Management of Financial Resources	1.25	1.75
15-1134.00	skill	Management of Material Resources	1.50	1.75
15-1134.00	skill	Management of Personnel Resources	2.25	2.38
15-1141.00	skill	Reading Comprehension	4.38	3.50
15-1141.00	skill	Active Listening	3.88	3.50
15-1141.00	skill	Writing	3.88	3.38
15-1141.00	skill	Speaking	3.88	3.38
15-1141.00	skill	Mathematics	3.50	3.12
15-1141.00	skill	Science	1.50	2.00
15-1141.00	skill	Critical Thinking	4.12	3.88
15-1141.00	skill	Active Learning	3.88	3.50
15-1141.00	skill	Learning Strategies	3.38	3.00
15-1141.00	skill	Monitoring	4.12	3.38
15-1141.00	skill	Social Perceptiveness	3.00	2.75
15-1141.00	skill	Coordination	3.50	3.12
15-1141.00	skill	Persuasion	2.75	2.62
15-1141.00	skill	Negotiation	2.38	2.12
15-1141.00	skill	Instructing	3.75	3.00
15-1141.00	skill	Service Orientation	3.00	2.75
15-1141.00	skill	Complex Problem Solving	4.00	3.62
15-1141.00	skill	Operations Analysis	3.38	3.12
15-1141.00	skill	Technology Design	2.25	2.38
15-1141.00	skill	Equipment Selection	1.88	1.88
15-1141.00	skill	Installation	1.00	1.62
15-1141.00	skill	Programming	3.88	3.38
15-1141.00	skill	Operation Monitoring	3.12	3.12
15-1141.00	skill	Operation and Control	1.50	1.88
15-1141.00	skill	Equipment Maintenance	0.00	1.00
15-1141.00	skill	Troubleshooting	3.12	2.88
15-1141.00	skill	Repairing	0.25	1.25
15-1141.00	skill	Quality Control Analysis	2.88	3.00
15-1141.00	skill	Judgment and Decision Making	4.00	3.50
15-1141.00	skill	Systems Analysis	3.88	3.38
15-1141.00	skill	Systems Evaluation	4.00	3.38
15-1141.00	skill	Time Management	3.25	3.00
15-1141.00	skill	Management of Financial Resources	2.00	2.00
15-1141.00	skill	Management of Material Resources	1.75	2.00
15-1141.00	skill	Management of Personnel Resources	3.25	2.75
15-1142.00	skill	Reading Comprehension	4.00	3.88
15-1142.00	skill	Active Listening	3.88	3.75
15-1142.00	skill	Writing	3.75	3.12
15-1142.00	skill	Speaking	3.88	3.38
15-1142.00	skill	Mathematics	3.38	3.00
15-1142.00	skill	Science	2.50	2.25
15-1142.00	skill	Critical Thinking	3.88	3.88
15-1142.00	skill	Active Learning	3.75	3.12
15-1142.00	skill	Learning Strategies	3.62	2.75
15-1142.00	skill	Monitoring	3.88	3.75
15-1142.00	skill	Social Perceptiveness	3.00	3.00
15-1142.00	skill	Coordination	3.00	3.00
15-1142.00	skill	Persuasion	3.00	2.75
15-1142.00	skill	Negotiation	2.88	2.50
15-1142.00	skill	Instructing	3.62	2.88
15-1142.00	skill	Service Orientation	3.00	3.00
15-1142.00	skill	Complex Problem Solving	4.00	3.75
15-1142.00	skill	Operations Analysis	3.25	3.12
15-1142.00	skill	Technology Design	3.00	2.75
15-1142.00	skill	Equipment Selection	3.25	2.88
15-1142.00	skill	Installation	2.12	2.38
15-1142.00	skill	Programming	3.88	3.62
15-1142.00	skill	Operation Monitoring	3.75	3.38
15-1142.00	skill	Operation and Control	3.62	3.00
15-1142.00	skill	Equipment Maintenance	3.50	3.00
15-1142.00	skill	Troubleshooting	4.00	3.75
15-1142.00	skill	Repairing	3.12	3.00
15-1142.00	skill	Quality Control Analysis	3.75	3.25
15-1142.00	skill	Judgment and Decision Making	3.88	3.88
15-1142.00	skill	Systems Analysis	3.88	3.88
15-1142.00	skill	Systems Evaluation	4.12	3.75
15-1142.00	skill	Time Management	3.75	3.12
15-1142.00	skill	Management of Financial Resources	1.88	2.00
15-1142.00	skill	Management of Material Resources	2.75	2.75
15-1142.00	skill	Management of Personnel Resources	3.00	3.00
15-1143.00	skill	Reading Comprehension	4.00	3.38
15-1143.00	skill	Active Listening	3.88	3.62
15-1143.00	skill	Writing	3.56	3.19
15-1143.00	skill	Speaking	3.56	3.50
15-1143.00	skill	Mathematics	3.31	2.81
15-1143.00	skill	Science	3.12	2.50
15-1143.00	skill	Critical Thinking	4.00	3.50
15-1143.00	skill	Active Learning	3.94	3.56
15-1143.00	skill	Learning Strategies	3.56	2.94
15-1143.00	skill	Monitoring	3.94	3.19
15-1143.00	skill	Social Perceptiveness	2.94	2.69
15-1143.00	skill	Coordination	3.62	3.12
15-1143.00	skill	Persuasion	3.19	2.94
15-1143.00	skill	Negotiation	3.00	2.50
15-1143.00	skill	Instructing	3.69	2.94
15-1143.00	skill	Service Orientation	3.19	3.00
15-1143.00	skill	Complex Problem Solving	3.75	3.56
15-1143.00	skill	Operations Analysis	4.38	3.62
15-1143.00	skill	Technology Design	3.69	3.12
15-1143.00	skill	Equipment Selection	3.62	2.88
15-1143.00	skill	Installation	2.06	1.94
15-1143.00	skill	Programming	3.56	2.88
15-1143.00	skill	Operation Monitoring	3.50	3.06
15-1143.00	skill	Operation and Control	2.62	2.31
15-1143.00	skill	Equipment Maintenance	2.88	2.50
15-1143.00	skill	Troubleshooting	3.38	2.94
15-1143.00	skill	Repairing	2.75	2.38
15-1143.00	skill	Quality Control Analysis	4.00	3.00
15-1143.00	skill	Judgment and Decision Making	3.94	3.25
15-1143.00	skill	Systems Analysis	4.19	3.62
15-1143.00	skill	Systems Evaluation	4.12	3.50
15-1143.00	skill	Time Management	3.69	3.12
15-1143.00	skill	Management of Financial Resources	2.50	2.38
15-1143.00	skill	Management of Material Resources	2.94	2.50
15-1143.00	skill	Management of Personnel Resources	3.19	2.88
15-1143.01	skill	Reading Comprehension	3.88	3.62
15-1143.01	skill	Active Listening	3.75	3.88
15-1143.01	skill	Writing	3.62	3.38
15-1143.01	skill	Speaking	3.50	3.50
15-1143.01	skill	Mathematics	2.88	2.62
15-1143.01	skill	Science	1.38	1.75
15-1143.01	skill	Critical Thinking	3.50	3.75
15-1143.01	skill	Active Learning	3.62	3.50
15-1143.01	skill	Learning Strategies	3.00	2.88
15-1143.01	skill	Monitoring	3.38	3.38
15-1143.01	skill	Social Perceptiveness	3.25	3.25
15-1143.01	skill	Coordination	3.75	3.25
15-1143.01	skill	Persuasion	2.88	3.00
15-1143.01	skill	Negotiation	2.88	2.88
15-1143.01	skill	Instructing	3.25	2.88
15-1143.01	skill	Service Orientation	3.25	3.00
15-1143.01	skill	Complex Problem Solving	3.50	3.38
15-1143.01	skill	Operations Analysis	1.88	2.12
15-1143.01	skill	Technology Design	2.75	2.62
15-1143.01	skill	Equipment Selection	2.12	2.12
15-1143.01	skill	Installation	1.50	1.88
15-1143.01	skill	Programming	2.12	2.62
15-1143.01	skill	Operation Monitoring	2.88	2.88
15-1143.01	skill	Operation and Control	1.75	2.00
15-1143.01	skill	Equipment Maintenance	2.50	2.88
15-1143.01	skill	Troubleshooting	3.12	2.75
15-1143.01	skill	Repairing	2.38	2.50
15-1143.01	skill	Quality Control Analysis	3.12	2.88
15-1143.01	skill	Judgment and Decision Making	3.38	3.25
15-1143.01	skill	Systems Analysis	3.12	3.12
15-1143.01	skill	Systems Evaluation	3.38	3.12
15-1143.01	skill	Time Management	3.12	3.12
15-1143.01	skill	Management of Financial Resources	2.38	2.50
15-1143.01	skill	Management of Material Resources	2.62	2.62
15-1143.01	skill	Management of Personnel Resources	3.12	2.88
15-1151.00	skill	Reading Comprehension	4.00	4.00
15-1151.00	skill	Active Listening	4.00	4.00
15-1151.00	skill	Writing	3.12	3.62
15-1151.00	skill	Speaking	4.00	4.00
15-1151.00	skill	Mathematics	2.12	2.25
15-1151.00	skill	Science	1.50	1.75
15-1151.00	skill	Critical Thinking	4.00	3.75
15-1151.00	skill	Active Learning	3.25	3.12
15-1151.00	skill	Learning Strategies	3.12	2.88
15-1151.00	skill	Monitoring	3.12	3.00
15-1151.00	skill	Social Perceptiveness	2.75	2.88
15-1151.00	skill	Coordination	2.88	2.88
15-1151.00	skill	Persuasion	2.50	2.62
15-1151.00	skill	Negotiation	2.50	2.62
15-1151.00	skill	Instructing	3.50	3.00
15-1151.00	skill	Service Orientation	3.25	3.00
15-1151.00	skill	Complex Problem Solving	3.25	3.75
15-1151.00	skill	Operations Analysis	2.75	2.62
15-1151.00	skill	Technology Design	1.25	2.00
15-1151.00	skill	Equipment Selection	2.00	2.00
15-1151.00	skill	Installation	2.00	2.12
15-1151.00	skill	Programming	2.12	2.12
15-1151.00	skill	Operation Monitoring	2.88	2.88
15-1151.00	skill	Operation and Control	2.88	2.62
15-1151.00	skill	Equipment Maintenance	2.25	2.38
15-1151.00	skill	Troubleshooting	3.00	2.88
15-1151.00	skill	Repairing	2.38	2.38
15-1151.00	skill	Quality Control Analysis	3.00	2.75
15-1151.00	skill	Judgment and Decision Making	3.12	3.38
15-1151.00	skill	Systems Analysis	3.00	3.12
15-1151.00	skill	Systems Evaluation	3.00	2.88
15-1151.00	skill	Time Management	3.00	3.00
15-1151.00	skill	Management of Financial Resources	0.88	1.75
15-1151.00	skill	Management of Material Resources	1.12	1.88
15-1151.00	skill	Management of Personnel Resources	2.75	2.62
15-1152.00	skill	Reading Comprehension	3.88	3.38
15-1152.00	skill	Active Listening	3.62	3.50
15-1152.00	skill	Writing	3.50	3.00
15-1152.00	skill	Speaking	3.50	3.25
15-1152.00	skill	Mathematics	2.62	2.12
15-1152.00	skill	Science	1.50	1.88
15-1152.00	skill	Critical Thinking	3.75	3.75
15-1152.00	skill	Active Learning	3.38	3.25
15-1152.00	skill	Learning Strategies	3.25	2.62
15-1152.00	skill	Monitoring	3.62	3.25
15-1152.00	skill	Social Perceptiveness	2.88	2.88
15-1152.00	skill	Coordination	2.75	2.75
15-1152.00	skill	Persuasion	2.62	2.25
15-1152.00	skill	Negotiation	2.00	2.25
15-1152.00	skill	Instructing	3.25	2.62
15-1152.00	skill	Service Orientation	2.88	2.50
15-1152.00	skill	Complex Problem Solving	3.25	3.25
15-1152.00	skill	Operations Analysis	1.88	1.88
15-1152.00	skill	Technology Design	1.88	2.12
15-1152.00	skill	Equipment Selection	2.75	2.50
15-1152.00	skill	Installation	3.12	2.75
15-1152.00	skill	Programming	1.75	2.25
15-1152.00	skill	Operation Monitoring	3.12	3.00
15-1152.00	skill	Operation and Control	2.12	2.00
15-1152.00	skill	Equipment Maintenance	2.75	2.62
15-1152.00	skill	Troubleshooting	3.12	3.12
15-1152.00	skill	Repairing	3.00	2.88
15-1152.00	skill	Quality Control Analysis	3.12	2.88
15-1152.00	skill	Judgment and Decision Making	3.38	3.38
15-1152.00	skill	Systems Analysis	3.38	3.12
15-1152.00	skill	Systems Evaluation	3.25	3.00
15-1152.00	skill	Time Management	2.62	3.00
15-1152.00	skill	Management of Financial Resources	0.75	1.50
15-1152.00	skill	Management of Material Resources	1.62	2.00
15-1152.00	skill	Management of Personnel Resources	2.25	2.25
15-1199.01	skill	Reading Comprehension	4.00	3.88
15-1199.01	skill	Active Listening	3.88	3.62
15-1199.01	skill	Writing	3.88	3.62
15-1199.01	skill	Speaking	3.50	3.75
15-1199.01	skill	Mathematics	2.25	2.25
15-1199.01	skill	Science	3.25	3.00
